,OCCUPANCY_DATE,ORGANIZATION_NAME,SHELTER_GROUP,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,PROGRAM_ID,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,OCCUPIED_BEDS,CAPACITY_ACTUAL_ROOM,OCCUPIED_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS,Max Temp (Â°C),Min Temp (Â°C),Mean Temp (Â°C),Heat Deg Days (Â°C),Cool Deg Days (Â°C),Total Precip (mm),Snow on Grnd (cm),Inflation_Rate_Change,YEAR_MONTH,Population,Unemployment rate 10,Participation rate 11,Employment rate 12,GEO,CPI_Type,CPI_Value
4358,2021-01-03,Na-Me-Res (Native Men's Residence),Na-Me-Res,Sagatay ,26 Vaughan Rd,M6G 2C4,11871,Bed Based Capacity,15.0,11.0,,,73.33,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
4359,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
4360,2021-01-03,Na-Me-Res (Native Men's Residence),Na-Me-Res,Sagatay ,26 Vaughan Rd,M6G 2C4,11871,Bed Based Capacity,15.0,11.0,,,73.33,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
4361,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
4362,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
4363,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
4364,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
4365,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
4366,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
4367,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
4368,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
4369,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
4370,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
4371,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
4372,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
4373,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
4374,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
4375,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
4376,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
4377,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
4378,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
4379,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
4380,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
4381,2021-01-03,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,12111,Bed Based Capacity,26.0,25.0,,,96.15,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
4382,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
4383,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
4384,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
4385,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
4386,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
4387,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
4388,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
4389,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
4390,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
4391,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
4392,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
4393,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
4394,2021-01-03,Homes First Society,HFS - Scarborough Shelter,HFS Willowdale Centre,5800 Yonge St ,M2M 3T3,15112,Bed Based Capacity,35.0,35.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
4395,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
4396,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
4397,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
4398,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
4399,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
4400,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
4401,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
4402,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre Esplanade Response Program,98 The Esplanade,M5E 1A9,15911,Bed Based Capacity,28.0,28.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
4403,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
4404,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
4405,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
4406,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
4407,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
4408,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
4409,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
4410,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
4411,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
4412,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
4413,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
4414,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
4415,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
4416,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
4417,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,14611,Bed Based Capacity,43.0,43.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
4418,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
4419,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
4420,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
4421,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
4422,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
4423,2021-01-03,St. Felix Social Ministries Outreach,St. Felix Centre,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,15071,Bed Based Capacity,19.0,19.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
4424,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
4425,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
4426,2021-01-03,Society of St.Vincent De Paul,SVDP - Mary's Home,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,12211,Bed Based Capacity,12.0,12.0,,,100.0,,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
4427,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
4428,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
4429,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
4430,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
4431,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
4432,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
4433,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
4434,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
4435,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
4436,2021-01-03,Native Child & Family Services Toronto,Eagles Nest Transition House,Youth Agencies Downtown Hotel Program,222 Spadina Ave,M5T 3B3,15611,Room Based Capacity,,,9.0,9.0,,100.0,2.1,0.2,1.1,16.9,0.0,1.7,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
